complaint_id,hop_count,total_elapsed_minutes,avg_minutes_between_hops,min_minutes_between_hops,city_changed,fraud_amount,crime_type,minutes_since_last_hop,was_cash_withdrawn,final_hop_lat,final_hop_lon,final_hop_city
CMP00734,4,146.0,48.67,28.0,True,15000,Loan App Fraud,20800.4,False,26.861367,80.934327,Lucknow
CMP00735,4,133.0,44.33,29.0,True,131900,Loan App Fraud,34193.43,False,26.887615,75.733465,Jaipur
CMP00736,5,210.0,52.5,39.0,True,82200,OTP Fraud,24354.75,True,17.369945,78.498419,Hyderabad
CMP00737,5,146.0,36.5,3.0,True,68400,UPI Fraud,20181.58,True,25.580717,85.135337,Patna
CMP00738,4,156.0,52.0,10.0,True,126800,Investment Fraud,37956.43,True,19.108935,72.88264,Mumbai
CMP00739,2,64.0,64.0,64.0,True,226600,Digital Arrest Scam,24258.3,False,26.89045,75.766628,Jaipur
CMP00740,2,7.0,7.0,7.0,True,130300,Loan App Fraud,3096.3,False,28.630548,77.21954,Delhi
CMP00741,7,348.0,58.0,11.0,True,15000,Investment Fraud,24074.2,True,26.865852,80.976873,Lucknow
CMP00742,7,209.0,34.83,6.0,True,18500,Digital Arrest Scam,33447.72,True,26.915005,75.785735,Jaipur
CMP00743,2,87.0,87.0,87.0,True,32300,Loan App Fraud,37756.97,False,26.911791,75.840857,Jaipur
CMP00744,2,13.0,13.0,13.0,True,56200,Digital Arrest Scam,19157.37,True,23.016348,72.550319,Ahmedabad
CMP00745,3,105.0,52.5,30.0,False,85400,OTP Fraud,43087.58,True,19.065138,72.869971,Mumbai
CMP00746,2,7.0,7.0,7.0,False,29700,UPI Fraud,17071.68,True,17.409236,78.49738,Hyderabad
CMP00747,4,115.0,38.33,14.0,False,64500,Digital Arrest Scam,15824.23,False,22.57194,88.370904,Kolkata
CMP00748,7,313.0,52.17,11.0,True,28900,Investment Fraud,6837.98,True,19.086647,72.878179,Mumbai
CMP00749,6,214.0,42.8,11.0,True,32700,UPI Fraud,32995.07,True,17.388057,78.500282,Hyderabad
CMP00750,7,294.0,49.0,5.0,True,16600,OTP Fraud,249.85,True,25.592014,85.101359,Patna
CMP00751,2,78.0,78.0,78.0,False,25100,Investment Fraud,28578.53,True,12.990152,77.602082,Bengaluru
CMP00752,7,173.0,28.83,10.0,True,17400,Loan App Fraud,13944.62,True,28.599008,77.243361,Delhi
CMP00753,6,148.0,29.6,7.0,False,24000,UPI Fraud,19994.62,True,26.889014,75.81445,Jaipur
CMP00754,2,13.0,13.0,13.0,False,134700,Digital Arrest Scam,40322.47,True,19.082235,72.917136,Mumbai
CMP00755,7,253.0,42.17,21.0,True,24500,Digital Arrest Scam,2501.98,True,28.606551,77.20721,Delhi
CMP00756,5,199.0,49.75,16.0,False,500000,UPI Fraud,12269.17,False,26.829821,80.942587,Lucknow
CMP00757,5,286.0,71.5,36.0,True,83700,Digital Arrest Scam,34490.48,False,19.116343,72.889038,Mumbai
CMP00758,2,44.0,44.0,44.0,False,64400,UPI Fraud,2752.72,True,18.537788,73.877928,Pune
CMP00759,5,93.0,23.25,13.0,True,26500,OTP Fraud,39755.05,False,22.55872,88.410929,Kolkata
CMP00760,2,13.0,13.0,13.0,False,99700,Loan App Fraud,23586.78,True,19.086914,72.900298,Mumbai
CMP00761,2,33.0,33.0,33.0,True,33700,OTP Fraud,38141.1,True,18.54278,73.872579,Pune
CMP00762,6,211.0,42.2,2.0,False,61000,OTP Fraud,9359.9,False,25.572358,85.165736,Patna
CMP00763,7,282.0,47.0,20.0,False,484600,Digital Arrest Scam,18982.33,False,25.590664,85.161422,Patna
CMP00764,3,85.0,42.5,11.0,False,50700,Digital Arrest Scam,23236.13,False,19.098078,72.875754,Mumbai
CMP00765,6,310.0,62.0,26.0,False,146100,Digital Arrest Scam,17846.77,False,25.634406,85.160021,Patna
CMP00766,7,261.0,43.5,22.0,False,30300,Loan App Fraud,23471.48,False,28.618914,77.237716,Delhi
CMP00767,2,28.0,28.0,28.0,True,53400,Digital Arrest Scam,13691.6,True,19.071127,72.906044,Mumbai
CMP00768,5,268.0,67.0,59.0,True,247800,Investment Fraud,28253.47,True,26.9132,75.768465,Jaipur
CMP00769,5,112.0,28.0,4.0,True,32300,UPI Fraud,23014.38,False,26.935381,75.770596,Jaipur
CMP00770,3,102.0,51.0,31.0,True,256700,Digital Arrest Scam,6713.55,True,22.54134,88.379013,Kolkata
CMP00771,3,52.0,26.0,26.0,True,100400,Loan App Fraud,33539.1,True,23.045458,72.532137,Ahmedabad
CMP00772,5,192.0,48.0,24.0,False,34100,Loan App Fraud,483.1,True,17.338845,78.463462,Hyderabad
CMP00773,2,86.0,86.0,86.0,False,94100,Investment Fraud,16576.77,True,26.819057,80.940827,Lucknow
CMP00774,7,458.0,76.33,26.0,False,125700,Loan App Fraud,22745.12,True,18.509741,73.885411,Pune
CMP00775,4,136.0,45.33,2.0,False,93300,UPI Fraud,40113.67,True,23.011339,72.576252,Ahmedabad
CMP00776,4,143.0,47.67,22.0,True,15000,Digital Arrest Scam,25201.15,False,23.013195,72.598619,Ahmedabad
CMP00777,7,148.0,24.67,2.0,False,29600,Investment Fraud,8269.15,True,28.614422,77.214768,Delhi
CMP00778,7,280.0,46.67,19.0,True,44600,Investment Fraud,11098.65,True,26.873205,81.015192,Lucknow
CMP00779,6,247.0,49.4,8.0,False,51600,UPI Fraud,21671.58,False,22.547436,88.392397,Kolkata
CMP00780,4,101.0,33.67,8.0,False,93200,OTP Fraud,25722.82,True,18.506294,73.861314,Pune
CMP00781,4,155.0,51.67,26.0,False,64000,Digital Arrest Scam,15314.83,True,17.382317,78.497893,Hyderabad
CMP00782,7,261.0,43.5,3.0,False,17700,Investment Fraud,10596.08,True,25.603862,85.135019,Patna
CMP00783,7,311.0,51.83,17.0,False,76000,Investment Fraud,25998.92,True,23.052416,72.556155,Ahmedabad
CMP00784,2,33.0,33.0,33.0,False,92400,OTP Fraud,33036.92,False,22.573822,88.364915,Kolkata
CMP00785,5,215.0,53.75,6.0,True,88500,OTP Fraud,17282.73,True,28.637728,77.216178,Delhi
CMP00786,5,224.0,56.0,12.0,False,137800,Investment Fraud,36710.22,True,19.112914,72.912202,Mumbai
CMP00787,4,110.0,36.67,7.0,False,111700,UPI Fraud,25354.23,True,22.544058,88.359059,Kolkata
CMP00788,2,12.0,12.0,12.0,False,81300,UPI Fraud,8037.6,True,23.002229,72.539961,Ahmedabad
CMP00789,7,185.0,30.83,5.0,True,51800,Digital Arrest Scam,35280.75,True,19.060406,72.925551,Mumbai
CMP00790,7,313.0,52.17,2.0,True,15000,Digital Arrest Scam,37339.9,True,25.609438,85.11203,Patna
CMP00791,7,245.0,40.83,8.0,False,79200,OTP Fraud,22858.73,True,12.974432,77.558643,Bengaluru
CMP00792,7,339.0,56.5,25.0,True,65600,Digital Arrest Scam,7919.4,False,22.990996,72.555991,Ahmedabad
CMP00793,6,210.0,42.0,4.0,False,69300,UPI Fraud,34131.2,True,23.006526,72.538323,Ahmedabad
CMP00794,7,335.0,55.83,25.0,False,18600,UPI Fraud,30969.13,True,22.577401,88.356172,Kolkata
CMP00795,7,210.0,35.0,17.0,True,21900,OTP Fraud,9225.22,False,26.824184,80.96216,Lucknow
CMP00796,5,114.0,28.5,7.0,False,134600,OTP Fraud,32009.17,False,26.837222,80.94111,Lucknow
CMP00797,7,244.0,40.67,3.0,False,53200,Investment Fraud,39007.4,False,28.611846,77.236932,Delhi
CMP00798,4,104.0,34.67,2.0,True,98200,Investment Fraud,1593.5,True,12.945866,77.560783,Bengaluru
CMP00799,3,25.0,12.5,7.0,False,56300,Digital Arrest Scam,363.43,False,18.497354,73.831601,Pune
CMP00800,7,253.0,42.17,24.0,False,56400,UPI Fraud,5002.78,True,23.017772,72.594441,Ahmedabad
